date_id,D1,D2,D3,D4,D5,D6,D7,D8,D9,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E3,E4,E5,E6,E7,E8,E9,I1,I2,I3,I4,I5,I6,I7,I8,I9,M1,M10,M11,M12,M13,M14,M15,M16,M17,M18,M2,M3,M4,M5,M6,M7,M8,M9,P1,P10,P11,P12,P13,P2,P3,P4,P5,P6,P7,P8,P9,S1,S10,S11,S12,S2,S3,S4,S5,S6,S7,S8,S9,V1,V10,V11,V12,V13,V2,V3,V4,V5,V6,V7,V8,V9,forward_returns,risk_free_rate,market_forward_excess_returns
0,-0.4622686207294464,-0.4622686207294464,-2.5671868186805114e-08,1.0,0.13143447041511536,-1.0281563997268677,-2.5671868186805114e-08,-0.7880939841270447,0.13693378865718842,2.3371317386627197,0.5972222089767456,0.03505288437008858,0.018518488854169846,0.005952354054898024,0.005952354054898024,0.5201719403266907,1.1164870262145996,0.6802937388420105,-0.19994820654392242,-0.8829353451728821,2.0216941833496094,1.9035614728927612,1.7948626279830933,0.003637539455667138,0.8640871047973633,0.3445766270160675,1.036084532737732,-0.668870210647583,0.0033068519551306963,0.9871029853820801,-1.9216926097869873,0.5972222089767456,0.5403437614440918,-1.320764183998108,0.6507936716079712,0.7936508059501648,0.5952380895614624,-1.3192956447601318,1.639694094657898,0.5467191934585571,-1.1270943880081177,-1.4417399168014526,0.014566298574209213,-1.1619113683700562,0.6309521794319153,0.0006613499717786908,0.01884918101131916,0.4957009553909302,1.470487356185913,-0.6334412693977356,0.30819639563560486,0.7596266865730286,0.580827534198761,1.1932162046432495,0.0006613499717786908,1.147321343421936,0.6660053133964539,1.7573415040969849,1.7874552011489868,0.5392487645149231,0.5734127163887024,-1.57645583152771,0.6408730149269104,0.08763225376605988,0.22862102091312408,0.018716318532824516,1.1988526582717896,1.7638942003250122,0.6527777910232544,-1.05910325050354,0.0006613499717786908,0.0006613499717786908,-0.3963266909122467,1.208733081817627,0.3465057909488678,0.0006613499717786908,-0.11261294037103653,0.4179893434047699,0.6071428656578064,0.7484533190727234,0.0006613499717786908,0.0006613499717786908,-1.1990805864334106,0.0006613499717786908,0.0006613499717786908,-1.0209277868270874,0.9867722988128662,0.9708994626998901,0.9861109256744385,-0.24455991387367249,0.0006613499717786908,-1.1160398721694946,0.0006613499717786908,0.7170313000679016,-0.0024211742695206,0.0003007936507936,-0.0030384793599786
1,0.9403619766235352,0.9403619766235352,5.262587166043886e-08,1.0,3.502845048904419,2.2887868881225586,5.262587166043886e-08,1.5326684713363647,3.3544163703918457,2.3371317386627197,0.5972222685813904,0.035052962601184845,0.018518581986427307,0.00595243601128459,0.00595243601128459,0.5201719999313354,1.1164870262145996,0.6802937984466553,-0.19994811713695526,-0.8829348087310791,2.021696090698242,1.903563380241394,1.794864535331726,0.0036376214120537043,0.8640876412391663,0.3445769250392914,1.036084532737732,-0.6688701510429382,0.0033069320488721132,0.9871035218238831,-1.9216926097869873,0.5972222685813904,0.5403442978858948,-1.320763111114502,0.650793731212616,0.7936508655548096,0.5952381491661072,-1.3192945718765259,1.6396960020065308,0.5467197299003601,-1.1270943880081177,-1.4417399168014526,0.014566384255886078,-1.1619113683700562,0.6309527158737183,0.0006614282610826194,0.018849259242415428,0.49570125341415405,1.470488429069519,-0.6334412097930908,0.30819669365882874,0.7596272230148315,0.580828070640564,1.1932172775268555,0.0006614282610826194,1.147322416305542,0.6660053730010986,1.7573415040969849,1.7874562740325928,0.5392493009567261,0.5734127759933472,-1.576454758644104,0.6408730745315552,0.08763232827186584,0.2286212146282196,0.01871640980243683,1.1988526582717896,1.7638942003250122,0.6527778506278992,-1.05910325050354,0.0006614282610826194,0.0006614282610826194,-0.3963263928890228,1.208733081817627,0.3465060889720917,0.0006614282610826194,-0.11261280626058578,0.4179896414279938,0.6071429252624512,0.7484538555145264,0.0006614282610826194,0.0006614282610826194,-1.1990795135498047,0.0006614282610826194,0.0006614282610826194,-1.0209277868270874,0.9867728352546692,0.9708995223045349,0.9861114621162415,-0.24455972015857697,0.0006614282610826194,-1.1160387992858887,0.0006614282610826194,0.7170318365097046,-0.0084946770367918,0.0003027777777777,-0.0091140456193133
2,-0.4240613281726837,-0.4240613281726837,-2.3608761168247838e-08,1.0,-0.9545140862464905,-0.8772302865982056,-2.3608761168247838e-08,-0.7204195261001587,0.5218662023544312,2.3371317386627197,0.5972222089767456,0.035052888095378876,0.018518490716814995,0.00595235638320446,0.00595235638320446,0.5201719403266907,1.1164870262145996,0.6802937388420105,-0.19994820654392242,-0.8829353451728821,2.0216941833496094,1.9035614728927612,1.7948626279830933,0.003637541551142931,0.8640871047973633,0.3445766270160675,1.036084532737732,-0.668870210647583,0.003306854050606489,0.9871029853820801,-1.9216926097869873,0.5972222089767456,0.5403437614440918,-1.320764183998108,0.6507936716079712,0.7936508059501648,0.5952380895614624,-1.3192956447601318,1.639694094657898,0.5467191934585571,-1.1270943880081177,-1.4417399168014526,0.014566300436854362,-1.1619113683700562,0.6309521794319153,0.0006613520090468228,0.01884918287396431,0.4957009553909302,1.470487356185913,-0.6334412693977356,0.30819639563560486,0.7596266865730286,0.580827534198761,1.1932162046432495,0.0006613520090468228,1.147321343421936,0.6660053133964539,1.7573415040969849,1.7874552011489868,0.5392487645149231,0.5734127163887024,-1.57645583152771,0.6408730149269104,0.08763225376605988,0.22862102091312408,0.018716320395469666,1.1988526582717896,1.7638942003250122,0.6527777910232544,-1.05910325050354,0.0006613520090468228,0.0006613520090468228,-0.3963266909122467,1.208733081817627,0.3465057909488678,0.0006613520090468228,-0.11261294037103653,0.4179893434047699,0.6071428656578064,0.7484533190727234,0.0006613520090468228,0.0006613520090468228,-1.1990805864334106,0.0006613520090468228,0.0006613520090468228,-1.0209277868270874,0.9867722988128662,0.9708994626998901,0.9861109256744385,-0.24455991387367249,0.0006613520090468228,-1.1160398721694946,0.0006613520090468228,0.7170313000679016,-0.009624478442281,0.0003011904761904,-0.0102425375009931
3,-0.1177721619606018,-0.1177721619606018,-5.415835335753627e-09,1.0,-0.2643653154373169,-0.13565793633460999,-5.415835335753627e-09,-0.16880741715431213,-0.3185916244983673,2.3371317386627197,0.5972222089767456,0.03505290672183037,0.018518513068556786,0.00595237547531724,0.00595237547531724,0.5201719403266907,1.1164870262145996,0.6802937388420105,-0.19994817674160004,-0.8829352259635925,2.0216946601867676,1.9035619497299194,1.7948631048202515,0.0036375606432557106,0.8640872240066528,0.3445766866207123,1.036084532737732,-0.668870210647583,0.0033068726770579815,0.9871031045913696,-1.9216926097869873,0.5972222089767456,0.5403438806533813,-1.3207639455795288,0.6507936716079712,0.7936508059501648,0.5952380895614624,-1.3192954063415527,1.6396945714950562,0.5467193126678467,-1.1270943880081177,-1.4417399168014526,0.014566320925951004,-1.1619113683700562,0.6309522986412048,0.0006613702280446887,0.018849201500415802,0.49570101499557495,1.4704875946044922,-0.6334412693977356,0.30819645524024963,0.7596268057823181,0.5808276534080505,1.1932164430618286,0.0006613702280446887,1.1473215818405151,0.6660053133964539,1.7573415040969849,1.787455439567566,0.5392488837242126,0.5734127163887024,-1.5764555931091309,0.6408730149269104,0.08763226866722107,0.22862106561660767,0.018716342747211456,1.1988526582717896,1.7638942003250122,0.6527777910232544,-1.05910325050354,0.0006613702280446887,0.0006613702280446887,-0.39632663130760193,1.208733081817627,0.3465058505535126,0.0006613702280446887,-0.11261290311813354,0.4179894030094147,0.6071428656578064,0.7484534382820129,0.0006613702280446887,0.0006613702280446887,-1.1990803480148315,0.0006613702280446887,0.0006613702280446887,-1.0209277868270874,0.9867724180221558,0.9708994626998901,0.986111044883728,-0.2445598691701889,0.0006613702280446887,-1.1160396337509155,0.0006613702280446887,0.7170314192771912,0.004662397483429,0.0002992063492063,0.004046203504082
4,0.14743098616600037,0.14743098616600037,6.858952072974489e-09,1.0,0.24626052379608154,0.3727474808692932,6.858952072974489e-09,0.19110412895679474,0.22440628707408905,2.3371317386627197,0.5972222089767456,0.03505291789770126,0.01851852610707283,0.005952388048171997,0.005952388048171997,0.5201719403266907,1.1164870262145996,0.6802937388420105,-0.19994817674160004,-0.882935106754303,2.021695137023926,1.9035621881484985,1.7948633432388306,0.0036375734489411116,0.8640873432159424,0.34457674622535706,1.036084532737732,-0.668870210647583,0.003306885249912739,0.9871032238006592,-1.9216926097869873,0.5972222089767456,0.5403439998626709,-1.3207637071609497,0.6507936716079712,0.7936508059501648,0.5952380895614624,-1.3192951679229736,1.6396948099136353,0.5467194318771362,-1.1270943880081177,-1.4417399168014526,0.014566333964467049,-1.1619113683700562,0.6309524178504944,0.0006613825098611414,0.018849214538931847,0.4957010746002197,1.4704878330230713,-0.6334412693977356,0.3081965148448944,0.7596269249916077,0.5808277726173401,1.1932166814804077,0.0006613825098611414,1.1473218202590942,0.6660053133964539,1.7573415040969849,1.787455677986145,0.5392490029335022,0.5734127163887024,-1.5764553546905518,0.6408730149269104,0.08763228356838226,0.22862109541893005,0.0187163557857275,1.1988526582717896,1.7638942003250122,0.6527777910232544,-1.05910325050354,0.0006613825098611414,0.0006613825098611414,-0.39632657170295715,1.208733081817627,0.34650591015815735,0.0006613825098611414,-0.11261288076639175,0.41798946261405945,0.6071428656578064,0.7484535574913025,0.0006613825098611414,0.0006613825098611414,-1.1990801095962524,0.0006613825098611414,0.0006613825098611414,-1.0209277868270874,0.9867725372314453,0.9708994626998901,0.9861111640930176,-0.24455983936786652,0.0006613825098611414,-1.1160393953323364,0.0006613825098611414,0.7170315384864807,-0.0116857701984905,0.0002992063492063,-0.0123006546540279
5,0.5638902187347412,0.5638902187347412,3.2710595121443475e-08,1.0,1.152940273284912,1.4892877340316772,3.2710595121443475e-08,0.9238547682762146,1.1136363744735718,2.3371317386627197,0.5972222685813904,0.03505294397473335,0.018518557772040367,0.005952415522187948,0.005952415522187948,0.5201719999313354,1.1164870262145996,0.6802937984466553,-0.19994814693927765,-0.8829349279403687,2.021695613861084,1.9035627841949463,1.7948640584945679,0.0036376004572957754,0.8640875220298767,0.3445768356323242,1.036084532737732,-0.6688701510429382,0.0033069117926061153,0.9871034026145935,-1.9216926097869873,0.5972222685813904,0.5403441786766052,-1.3207634687423706,0.650793731212616,0.7936508655548096,0.5952381491661072,-1.319294810295105,1.6396955251693726,0.5467196106910706,-1.1270943880081177,-1.4417399168014526,0.014566361904144287,-1.1619113683700562,0.6309525966644287,0.000661408354062587,0.018849240615963936,0.4957011640071869,1.4704880714416504,-0.6334412097930908,0.3081966042518616,0.759627103805542,0.5808279514312744,1.1932170391082764,0.000661408354062587,1.1473220586776733,0.6660053730010986,1.7573415040969849,1.7874560356140137,0.5392491817474365,0.5734127759933472,-1.5764551162719727,0.6408730745315552,0.08763230592012405,0.22862115502357483,0.018716387450695038,1.1988526582717896,1.7638942003250122,0.6527778506278992,-1.05910325050354,0.000661408354062587,0.000661408354062587,-0.39632648229599,1.208733081817627,0.3465059995651245,0.000661408354062587,-0.11261283606290817,0.4179895520210266,0.6071429252624512,0.7484537363052368,0.000661408354062587,0.000661408354062587,-1.1990797519683838,0.000661408354062587,0.000661408354062587,-1.0209277868270874,0.9867727160453796,0.9708995223045349,0.9861113429069519,-0.24455976486206055,0.000661408354062587,-1.1160391569137573,0.000661408354062587,0.717031717300415,-0.0064494229463677,0.0002996031746031,-0.0070659343860321
6,-1.0009864568710327,-1.0009864568710327,-5.619319765060027e-08,0.9999999403953552,-2.0537047386169434,-2.2281031608581543,-5.619319765060027e-08,-1.626735806465149,-1.9684187173843384,2.3371317386627197,0.5972221493721008,0.03505285456776619,0.01851845160126686,0.005952322389930487,0.005952322389930487,0.5201718807220459,1.1164870262145996,0.6802936792373657,-0.1999482363462448,-0.8829355239868164,2.021693468093872,1.9035606384277344,1.794861912727356,0.003637507325038314,0.864086925983429,0.34457650780677795,1.036084532737732,-0.6688702702522278,0.0033068207558244467,0.9871028065681458,-1.9216926097869873,0.5972221493721008,0.5403435826301575,-1.3207645416259766,0.6507936120033264,0.79365074634552,0.5952380299568176,-1.3192960023880005,1.6396933794021606,0.5467190146446228,-1.1270943880081177,-1.4417399168014526,0.014566265046596527,-1.1619113683700562,0.630952000617981,0.0006613194709643722,0.018849151208996773,0.4957008361816406,1.4704869985580444,-0.6334413290023804,0.3081962764263153,0.7596265077590942,0.5808273553848267,1.1932158470153809,0.0006613194709643722,1.1473209857940674,0.6660052537918091,1.7573415040969849,1.7874548435211182,0.5392485857009888,0.5734126567840576,-1.5764561891555786,0.6408729553222656,0.08763221651315689,0.22862094640731812,0.01871628127992153,1.1988526582717896,1.7638942003250122,0.6527777314186096,-1.05910325050354,0.0006613194709643722,0.0006613194709643722,-0.39632681012153625,1.208733081817627,0.34650567173957825,0.0006613194709643722,-0.11261299252510071,0.41798922419548035,0.6071428060531616,0.7484531402587891,0.0006613194709643722,0.0006613194709643722,-1.1990809440612793,0.0006613194709643722,0.0006613194709643722,-1.0209277868270874,0.9867721199989319,0.9708994030952454,0.9861107468605042,-0.24455998837947845,0.0006613194709643722,-1.1160402297973633,0.0006613194709643722,0.7170311212539673,0.0036442318642524,0.000297619047619,0.0030294267737944
7,1.2825433015823364,1.2825433015823364,7.064080875807122e-08,1.0000001192092896,2.4884681701660156,3.044769287109375,7.064080875807122e-08,2.017484188079834,2.437615394592285,2.3371317386627197,0.5972222685813904,0.03505298122763634,0.01851860247552395,0.005952455103397369,0.005952455103397369,0.5201719999313354,1.1164871454238892,0.6802937984466553,-0.19994810223579407,-0.8829346895217896,2.0216965675354004,1.9035637378692627,1.7948650121688843,0.0036376402713358402,0.8640877604484558,0.34457698464393616,1.0360846519470215,-0.6688701510429382,0.0033069506753236055,0.9871036410331726,-1.9216924905776978,0.5972222685813904,0.5403444170951843,-1.3207628726959229,0.650793731212616,0.7936508655548096,0.5952381491661072,-1.3192943334579468,1.639696478843689,0.5467198491096497,-1.1270942687988281,-1.441739797592163,0.014566403813660145,-1.1619112491607666,0.6309528350830078,0.0006614463054575026,0.01884927786886692,0.49570131301879883,1.4704886674880981,-0.6334412097930908,0.3081967532634735,0.7596273422241211,0.5808281898498535,1.1932175159454346,0.0006614463054575026,1.147322654724121,0.6660053730010986,1.7573416233062744,1.7874565124511719,0.5392494201660156,0.5734127759933472,-1.576454520225525,0.6408730745315552,0.08763234317302704,0.22862125933170319,0.01871643215417862,1.198852777481079,1.7638943195343018,0.6527778506278992,-1.0591031312942505,0.0006614463054575026,0.0006614463054575026,-0.39632633328437805,1.2087332010269165,0.34650614857673645,0.0006614463054575026,-0.1126127690076828,0.41798970103263855,0.6071429252624512,0.7484539747238159,0.0006614463054575026,0.0006614463054575026,-1.1990792751312256,0.0006614463054575026,0.0006614463054575026,-1.0209276676177979,0.9867729544639587,0.9708995223045349,0.986111581325531,-0.24455967545509338,0.0006614463054575026,-1.1160385608673096,0.0006614463054575026,0.7170319557189941,-0.0245659820719392,0.0002996031746031,-0.025182810971921
8,-0.36327308416366577,-0.36327308416366577,-2.1099124225543164e-08,1.0,-0.7785472869873047,-0.7731204628944397,-2.1099124225543164e-08,-0.6179059743881226,-0.7401584386825562,2.3371317386627197,0.5972222089767456,0.035052888095378876,0.018518494442105293,0.005952359177172184,0.005952359177172184,0.5201719403266907,1.1164870262145996,0.6802937388420105,-0.19994819164276123,-0.8829352855682373,2.0216944217681885,1.9035615921020508,1.7948627471923828,0.003637544112280011,0.8640871644020081,0.3445766270160675,1.036084532737732,-0.668870210647583,0.0033068566117435694,0.9871030449867249,-1.9216926097869873,0.5972222089767456,0.5403438210487366,-1.3207640647888184,0.6507936716079712,0.7936508059501648,0.5952380895614624,-1.3192955255508423,1.6396942138671875,0.5467192530632019,-1.1270943880081177,-1.4417399168014526,0.014566303230822086,-1.1619113683700562,0.6309522390365601,0.000661354570183903,0.018849186599254608,0.4957009553909302,1.4704874753952026,-0.6334412693977356,0.30819639563560486,0.7596267461776733,0.5808275938034058,1.193216323852539,0.000661354570183903,1.1473214626312256,0.6660053133964539,1.7573415040969849,1.7874553203582764,0.5392488241195679,0.5734127163887024,-1.5764557123184204,0.6408730149269104,0.08763225376605988,0.22862103581428528,0.018716324120759964,1.1988526582717896,1.7638942003250122,0.6527777910232544,-1.05910325050354,0.000661354570183903,0.000661354570183903,-0.3963266909122467,1.208733081817627,0.3465057909488678,0.000661354570183903,-0.11261293292045593,0.4179893434047699,0.6071428656578064,0.7484533786773682,0.000661354570183903,0.000661354570183903,-1.199080467224121,0.000661354570183903,0.000661354570183903,-1.0209277868270874,0.986772358417511,0.9708994626998901,0.9861109852790833,-0.2445598989725113,0.000661354570183903,-1.116039752960205,0.000661354570183903,0.7170313596725464,-0.0084918280695632,0.000297619047619,-0.0091054426838308
9,-0.28647005558013916,-0.28647005558013916,-1.53182977413735e-08,1.0,-0.5693395733833313,-0.537398636341095,-1.53182977413735e-08,-0.4483382999897003,-0.5188767910003662,2.3371317386627197,0.5972222089767456,0.03505289554595947,0.01851850003004074,0.005952364765107632,0.005952364765107632,0.5201719403266907,1.1164870262145996,0.6802937388420105,-0.19994819164276123,-0.8829352855682373,2.0216944217681885,1.9035617113113403,1.7948628664016724,0.003637550165876746,0.8640871644020081,0.3445766568183899,1.036084532737732,-0.668870210647583,0.0033068626653403044,0.9871030449867249,-1.9216926097869873,0.5972222089767456,0.5403438210487366,-1.3207640647888184,0.6507936716079712,0.7936508059501648,0.5952380895614624,-1.3192955255508423,1.639694333076477,0.5467192530632019,-1.1270943880081177,-1.4417399168014526,0.014566309750080109,-1.1619113683700562,0.6309522390365601,0.0006613603327423334,0.018849192187190056,0.49570098519325256,1.4704874753952026,-0.6334412693977356,0.30819642543792725,0.7596267461776733,0.5808275938034058,1.193216323852539,0.0006613603327423334,1.1473214626312256,0.6660053133964539,1.7573415040969849,1.7874553203582764,0.5392488241195679,0.5734127163887024,-1.5764557123184204,0.6408730149269104,0.08763226121664047,0.22862103581428528,0.01871632970869541,1.1988526582717896,1.7638942003250122,0.6527777910232544,-1.05910325050354,0.0006613603327423334,0.0006613603327423334,-0.3963266611099243,1.208733081817627,0.3465058207511902,0.0006613603327423334,-0.11261292546987534,0.4179893732070923,0.6071428656578064,0.7484533786773682,0.0006613603327423334,0.0006613603327423334,-1.199080467224121,0.0006613603327423334,0.0006613603327423334,-1.0209277868270874,0.986772358417511,0.9708994626998901,0.9861109852790833,-0.2445598840713501,0.0006613603327423334,-1.116039752960205,0.0006613603327423334,0.7170313596725464,0.0112629788232534,0.000297619047619,0.0106493642089859
