market_forward_excess_returns,risk_free_rate,forward_returns,date_id,PCA_M_1,PCA_M_2,PCA_M_3,PCA_M_4,PCA_M_5,PCA_M_6,PCA_M_7,PCA_M_8,PCA_M_9,PCA_M_10,PCA_E_1,PCA_E_2,PCA_E_3,PCA_E_4,PCA_E_5,PCA_E_6,PCA_E_7,PCA_E_8,PCA_E_9,PCA_E_10,PCA_I_1,PCA_I_2,PCA_I_3,PCA_I_4,PCA_I_5,PCA_I_6,PCA_I_7,PCA_I_8,PCA_I_9,PCA_I_10,PCA_P_1,PCA_P_2,PCA_P_3,PCA_P_4,PCA_P_5,PCA_P_6,PCA_P_7,PCA_P_8,PCA_P_9,PCA_P_10,PCA_V_1,PCA_V_2,PCA_V_3,PCA_V_4,PCA_V_5,PCA_V_6,PCA_V_7,PCA_V_8,PCA_V_9,PCA_V_10,PCA_S_1,PCA_S_2,PCA_S_3,PCA_S_4,PCA_S_5,PCA_S_6,PCA_S_7,PCA_S_8,PCA_S_9,PCA_S_10,PCA_D_1,PCA_D_2,PCA_D_3,PCA_D_4,PCA_D_5,PCA_D_6,ret_21,ret_63,RV_21,RV_63,vol_regime,z_price_63,dist_high_63,dist_low_63,mom_short,vol_level,econ_change,term_spread
-0.0030384793599786,0.0003007936507936,-0.0024211742695206,0,-0.15227303353269256,-0.6156155345562468,-0.8058188902562962,-0.3429518970822739,-0.22425406118832117,-0.3337276564689763,0.16931688398799744,-0.1638277736331152,0.45304619270641716,-0.44233616615830584,0.26081075617222627,0.8019657743170381,1.172631923402419,0.02812074848387265,-0.7021163773534427,0.20521997319811944,0.06281007662622724,0.5153465831349382,-0.05245043401714635,-0.053245686352331546,-0.19371049445240024,-0.45355578139864877,-0.44708301330802436,-0.206162465983438,0.04630860960076362,0.260463323207779,-0.2840214185610751,-0.07932207032612199,0.05036272160524008,0.34545894974189306,0.11440831595587923,0.27364799888281804,-0.011969562297903842,-0.14497319436123557,-0.48189503036571085,-0.04927750120992124,0.282595750623532,0.13317713071028786,0.11657441337986035,0.11082613679080602,-0.24846243944113566,-0.9240961532581234,-0.27083664268470076,0.32132294391022503,0.5738960777207832,0.1434208366423292,-0.18690185351258998,0.3044371025733985,-0.38058458069554135,0.2224805919110358,-0.3042842332417154,-0.21958401085648077,-0.3017619485224384,0.0374797188366404,0.047639708555231246,0.33933414576625864,-0.2842463015095251,-0.02508732828113137,-0.21895060705855254,-0.15823892052797706,-1.5344201772122068,0.5920916016033143,-0.3871664539914901,0.10206905249014468,0.7333798041559025,-0.20678822622876344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0091140456193133,0.0003027777777777,-0.0084946770367918,1,-0.15227072112445605,-0.6156163757888024,-0.805820803461406,-0.3429506705261374,-0.2242533650501893,-0.33372635673287226,0.1693178419755236,-0.16382759126665666,0.4530451970803242,-0.4423361720778269,0.2608190838851575,0.8019757915768303,1.1726339120612905,0.02812595236792508,-0.7021220995602822,0.20522312561171627,0.06281533673389358,0.5153495662245688,-0.05244908955712356,-0.053244051146319166,-0.1937073830737684,-0.4535519106387692,-0.4470840087073563,-0.20616233943730017,0.04630928452161582,0.2604632895482414,-0.2840216249039138,-0.07932117893046879,0.05036069023145958,0.3454610960695156,0.11441096714072736,0.2736507528090745,-0.01197032985986018,-0.1449729524621674,-0.48189628275532714,-0.04927876412390965,0.28259662538974517,0.13317765415812483,0.1165755009441045,0.11082620621734564,-0.24846013663002212,-0.924094655642465,-0.2708357260004097,0.3213245372571772,0.5738990332136684,0.14342187080026114,-0.18690274443973395,0.3044372497506102,-0.38058680805354805,0.22248080893420086,-0.30428351234016937,-0.21958339937352145,-0.30176232983687007,0.03747990568056205,0.04763988385645494,0.33933428452089553,-0.28424606365115906,-0.025087219755552562,-0.21895079677780588,-0.15823913537073042,2.826911316547383,-0.5360677514443541,0.29644781268822895,-0.23685394104432855,-1.1202328718190842,1.1833736463724356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0102425375009931,0.0003011904761904,-0.009624478442281,2,-0.1522731157514903,-0.6156155099476424,-0.8058187820007753,-0.3429519403980159,-0.22425408350327253,-0.33372765196415355,0.1693168166882117,-0.1638277768428922,0.45304619416661335,-0.4423361475552638,0.260805576462561,0.8019611274858418,1.1726351804723716,0.02811761969309001,-0.7021173121434356,0.20521854745064708,0.06280719717748898,0.5153444746988392,-0.05244961979027652,-0.05324504970242932,-0.19371213908793097,-0.4535577041022498,-0.4470824892668234,-0.206161494598818,0.04630833010131508,0.2604628683808573,-0.2840205008612245,-0.07932164904851398,0.050362766872580435,0.3454578535372188,0.11440694373694434,0.2736467248649192,-0.011969304648424306,-0.14497361493409078,-0.4818953698819698,-0.04927708452884071,0.2825965285692712,0.13317705453795264,0.11657326983342536,0.1108261420272219,-0.2484625204094587,-0.9240961715037735,-0.2708366455286322,0.32132291171988486,0.5738959940636394,0.14342077920893562,-0.18690178746666775,0.304437093077311,-0.3805845259997778,0.222480580390378,-0.3042842867307451,-0.21958404195654257,-0.3017619177583393,0.037479707374181194,0.047639705240797046,0.33933411632450244,-0.28424630575006676,-0.025087328515265014,-0.21895061605488758,-0.15823888923018378,-1.8255557121158985,0.6510117307921641,-0.3745787605463393,0.13135273767625574,0.8370105687753595,-0.3203984386966797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004046203504082,0.0002992063492063,0.004662397483429,3,-0.15227063840506738,-0.6156164440975447,-0.8058208567912384,-0.3429506249439054,-0.2242533478047303,-0.3337262902295595,0.16931786356106188,-0.16382758793576327,0.45304515100261794,-0.44233616520901964,0.2608196314835631,0.801976380308654,1.1726338582728328,0.02812629016718215,-0.7021223071534335,0.2052233493595172,0.06281569685824412,0.5153498215964555,-0.05244909966207147,-0.053243998415136315,-0.1937071818148745,-0.4535516935788994,-0.4470841039722542,-0.20616240039274603,0.046309319308427355,0.26046332428033814,-0.28402169610674566,-0.07932117064374464,0.05036062485255435,0.34546121389577505,0.11441111050084372,0.2736508971511041,-0.011970361204836116,-0.14497292212897578,-0.4818963348211342,-0.04927882752428102,0.2825966481602469,0.13317768585050382,0.11657559045024496,0.11082622671602617,-0.2484600467636355,-0.9240945944066383,-0.2708357030993409,0.32132460721889233,0.5738991432237073,0.14342191729896586,-0.18690277690274085,0.3044372582752622,-0.3805869023495596,0.22248082094588584,-0.3042834950271472,-0.21958338245813985,-0.30176233697597427,0.03747990906461492,0.047639885854864915,0.33933428864535126,-0.284246059895163,-0.02508722087601428,-0.21895080172259926,-0.1582391318790332,2.604803680349831,-0.5312242080351177,0.47439006493888064,-0.20099409688318426,-1.1685438978523712,0.658963641072481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0123006546540279,0.0002992063492063,-0.0116857701984905,4,-0.15227332720556827,-0.6156153813862448,-0.8058186005948378,-0.3429520382601842,-0.2242541483896981,-0.3337277328083451,0.16931671703505832,-0.16382778742470838,0.4530462875122928,-0.44233614084742656,0.2608045535564479,0.8019599586139227,1.172635120464315,0.028117023453569107,-0.7021167744651073,0.2052182380249053,0.06280653522713857,0.5153440846993428,-0.05244975422105001,-0.05324515739730631,-0.19371250381275906,-0.45355812634403486,-0.4470823481860921,-0.20616143996222375,0.046308202329842243,0.2604628388412681,-0.2840204720396197,-0.07932171646848399,0.050363043852606953,0.3454575258561333,0.11440665336094037,0.2736464518123554,-0.01196921583453645,-0.1449736929714716,-0.48189525038696873,-0.04927699768209046,0.28259645334645717,0.13317702155683434,0.11657308657100887,0.11082615238424834,-0.2484627472801102,-0.9240963073307928,-0.27083671897211725,0.3213227651781533,0.573895709321591,0.143420670046698,-0.1869016864617652,0.3044370744359631,-0.38058432408959386,0.22248054783038307,-0.3042843569389073,-0.21958410937023287,-0.3017618812380962,0.03747968477047862,0.0476396868751991,0.3393341033103041,-0.28424632814569245,-0.02508733775110519,-0.21895058267196982,-0.15823887644994777,-2.289752084903241,0.7660486214295177,-0.4263825590260861,0.1681675781508602,0.9697924246049102,-0.6742541603182152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0070659343860321,0.0002996031746031,-0.0064494229463677,5,-0.15227054147078198,-0.6156165127526201,-0.8058209307632941,-0.3429505734552042,-0.2242533172296316,-0.3337262457082566,0.16931790558718648,-0.16382758519642365,0.45304511664048397,-0.44233616468287995,0.26082045688455185,0.8019772354934719,1.172633623041197,0.02812677499540113,-0.7021224573034246,0.205223573218067,0.06281618169738491,0.5153501640418224,-0.0524490997739033,-0.053244022645955735,-0.19370691934926246,-0.45355137003313656,-0.4470841717006073,-0.20616251575838868,0.04630939087018409,0.26046335971269496,-0.284021783523208,-0.07932118423796146,0.05036049582914473,0.3454614306801248,0.11441133244190792,0.27365110796537595,-0.01197042283149554,-0.14497286996813144,-0.4818963707484223,-0.04927889724985101,0.282596620551342,0.13317769558042608,0.11657575493337462,0.1108262320540534,-0.24845995095847212,-0.9240945319649835,-0.27083566443270796,0.3213246723216571,0.573899270597927,0.1434219592551719,-0.1869028134391624,0.30443726493137185,-0.3805869982573736,0.22248083033012916,-0.3042834675717944,-0.21958335554733893,-0.3017623513074334,0.03747991865216347,0.04763989445350237,0.3393342927807463,-0.28424605028259703,-0.02508721652949249,-0.21895081546390838,-0.15823913974138148,2.79247395847036,-0.578446274375919,0.49660697059928055,-0.21602763130001154,-1.2466426390189087,0.7345747452942287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0030294267737944,0.000297619047619,0.0036442318642524,6,-0.15227347210110379,-0.6156152682935074,-0.8058185264337726,-0.3429521327709392,-0.2242541995022375,-0.333727816535238,0.16931666107214374,-0.16382778522487626,0.45304634180039627,-0.4423361493965721,0.2608037819911973,0.8019590894241226,1.1726351442205982,0.028116543529208896,-0.7021163872952496,0.20521796613311058,0.06280602866241955,0.5153438268904587,-0.05244979720938156,-0.05324518802329351,-0.19371274148756695,-0.45355843285593755,-0.44708231136277177,-0.2061613573444917,0.046308086824255676,0.26046279732163985,-0.2840204288484407,-0.0793217905332021,0.05036317189213438,0.34545734083133534,0.1144064353767926,0.27364622458081206,-0.011969144057481652,-0.14497369528921109,-0.48189514653372906,-0.049276900422544366,0.28259644485211194,0.13317700008554215,0.11657298015226253,0.11082612977254674,-0.24846289099243654,-0.9240964299391186,-0.27083681271879206,0.3213226630997195,0.5738954960685068,0.14342062920237916,-0.18690165698375816,0.304437069211398,-0.3805841652827973,0.22248054524471145,-0.3042844007050897,-0.2195841512592614,-0.301761859305487,0.037479671774208585,0.047639676400128374,0.3393340945988184,-0.2842463411602539,-0.025087341862407474,-0.21895056366106852,-0.15823887191795333,-2.5576973573796105,0.832147196118728,-0.4515789365005432,0.1903201058422017,1.0882334055461562,-0.767691722721312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.025182810971921,0.0002996031746031,-0.0245659820719392,7,-0.15227054222837982,-0.6156165120905427,-0.805820933046659,-0.342950575706277,-0.2242533170318703,-0.3337262459917818,0.1693179048855981,-0.16382758506887307,0.4530451169405809,-0.44233616543766713,0.260820767219882,0.8019774912511611,1.1726333758052472,0.028126978354538774,-0.7021223952819893,0.20522366096470826,0.0628163717934493,0.5153502983088761,-0.052449162568783604,-0.05324406243649488,-0.19370683456286794,-0.4535512644516027,-0.447084183348229,-0.20616259123577219,0.04630943131206556,0.26046339211739716,-0.284021832454798,-0.07932119859205199,0.050360489590886834,0.34546149476847493,0.11441141256288447,0.27365118314249953,-0.011970443324752398,-0.14497285501184065,-0.4818963608609915,-0.04927891757477456,0.2825965609468141,0.13317769403721008,0.11657582353466409,0.11082623330330922,-0.2484599514994441,-0.9240945339968474,-0.27083566440227513,0.3213246721097739,0.5738992709695797,0.14342195908434105,-0.1869028134701051,0.30443726529410337,-0.3805869984724528,0.22248083030737964,-0.3042834678076044,-0.21958335600313977,-0.3017623514161501,0.03747991865796784,0.04763989442480197,0.3393342928870133,-0.2842460503658913,-0.02508721632120024,-0.21895081554033158,-0.15823913977934462,2.772567372976967,-0.5681211217195729,0.463851645508873,-0.21661441676269258,-1.2535187011984283,0.729758183099069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0091054426838308,0.000297619047619,-0.0084918280695632,8,-0.1522733751363386,-0.6156153366267616,-0.8058186004849038,-0.34295208119364945,-0.22425416895646405,-0.33372777190281927,0.16931670315968006,-0.16382778241928936,0.4530463073480177,-0.442336148854201,0.2608042087650815,0.8019596361307979,1.1726352505545563,0.028116804847191014,-0.7021167143138346,0.2052181697019912,0.06280633624570629,0.5153439265666594,-0.05244978237010974,-0.05324523960255346,-0.19371257120201296,-0.4535582350389966,-0.44708236273324425,-0.20616139890330984,0.04630819896321552,0.26046283562627337,-0.2840204304023916,-0.07932170553069859,0.05036305232061771,0.34545748264483533,0.11440655566753477,0.2736463404155788,-0.011969183191715721,-0.1449736706050622,-0.4818952062186633,-0.04927694825593254,0.2825964817224751,0.13317701431240642,0.11657302695107243,0.11082612827815347,-0.24846279429949789,-0.9240963666392163,-0.27083677391932326,0.32132272821006697,0.5738956232850938,0.14342067217154625,-0.18690169325210468,0.3044370773030727,-0.38058426057524486,0.22248055412670142,-0.304284372943794,-0.21958412432972407,-0.3017618737069214,0.03747968135928625,0.04763968562077484,0.33933409888569693,-0.2842463315660692,-0.025087337669024875,-0.21895057700094012,-0.15823887950829774,-2.400397809112373,0.7898123539217746,-0.42597415810511075,0.17875947762226285,1.0051361794374214,-0.7377363733280511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0106493642089859,0.000297619047619,0.0112629788232534,9,-0.15227109626506852,-0.6156161411024273,-0.8058204972962076,-0.34295083138098204,-0.22425350732763824,-0.33372651039711615,0.1693176783581866,-0.16382762066301973,0.45304535376608585,-0.44233617199852926,0.2608184079933512,0.8019747062621402,1.172633025965207,0.028125536710537816,-0.7021209244223372,0.20522280554270847,0.06281479321401369,0.5153494568663713,-0.05244938189714921,-0.05324431500923817,-0.19370768925143764,-0.4535522967100321,-0.44708388988393183,-0.20616257662068935,0.046309208840561486,0.2604633378127714,-0.2840217108760713,-0.07932142615201802,0.05036098083054879,0.3454609139041105,0.11441071572306134,0.27365047629658773,-0.011970253953746736,-0.1449729495399748,-0.4818960643625443,-0.04927860235804715,0.28259638119358377,0.13317756362166938,0.1165755109235101,0.11082621846932827,-0.2484605063339201,-0.9240949107760302,-0.2708358932400229,0.32132428898132237,0.5738985346145999,0.1434217210713049,-0.18690261390654242,0.30443722529525835,-0.3805864469870639,0.22248077382550235,-0.30428364455354456,-0.21958350861674264,-0.3017622595801976,0.03747986738598869,0.047639857730983295,0.3393342437364039,-0.2842460926171207,-0.025087230364318997,-0.21895076953561615,-0.15823908627424918,1.728312669550875,-0.28506356332206884,0.24069867809818968,-0.14037665295028715,-0.8013573403805659,0.4651963951301717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
